filename	ann_id	label	start_span	end_span	text
es-S0376-78922014000300013-1	T24	PROCEDIMIENTO	5137	5179	injertos de vena safena a vasos braquiales
es-S0376-78922014000300013-1	T25	PROCEDIMIENTO	1769	1840	arcada vasobraquial 10 cm. de injerto, con anastomosis término-terminal
es-S0376-78922014000300013-1	T26	PROCEDIMIENTO	4052	4068	injertos safenos
es-S0376-78922014000300013-1	T27	PROCEDIMIENTO	908	1003	doppler potencia y espectral, sin presencia de flujo en las arteria distales (radial y cubital)
es-S0376-78922014000300013-1	T28	PROCEDIMIENTO	4072	4091	reparación vascular
es-S0376-78922014000300013-1	T29	PROCEDIMIENTO	5653	5667	terapia física
es-S0376-78922014000300013-1	T30	PROCEDIMIENTO	324	339	fijador externo
es-S0376-78922014000300013-1	T31	PROCEDIMIENTO	4175	4201	sistema de drenaje cerrado
es-S0376-78922014000300013-1	T32	PROCEDIMIENTO	3184	3191	colgajo
es-S0376-78922014000300013-1	T33	PROCEDIMIENTO	3205	3296	disección cefálicamente sobre la superficie anterior del músculo hasta la zona subescapular
es-S0376-78922014000300013-1	T34	PROCEDIMIENTO	3309	3378	disección submuscular en el plano areolar próximo a la pared torácica
es-S0376-78922014000300013-1	T35	PROCEDIMIENTO	893	906	doppler color
es-S0376-78922014000300013-1	T36	PROCEDIMIENTO	1396	1441	Mantuvimos la extremidad en isquemia caliente
es-S0376-78922014000300013-1	T37	PROCEDIMIENTO	1471	1526	reconstrucción secuencial de la extremidad en 2 tiempos
S0004-06142006000900008-1	T1	PROCEDIMIENTO	1095	1113	Citología de orina
S0004-06142006000900008-1	T2	PROCEDIMIENTO	768	788	TAC abdomino-pélvico
S0004-06142006000900008-1	T3	PROCEDIMIENTO	898	925	administración de contraste
S0004-06142006000900008-1	T4	PROCEDIMIENTO	1343	1370	análisis anatomo-patológico
S0004-06142006000900008-1	T5	PROCEDIMIENTO	1268	1286	biopsias vesicales
S0004-06142006000900008-1	T6	PROCEDIMIENTO	513	524	cistoscopia
S0004-06142006000900008-1	T7	PROCEDIMIENTO	293	308	colecistectomía
S0004-06142006000900008-1	T8	PROCEDIMIENTO	388	413	ecografía renal y vesical
S0004-06142006000900008-1	T9	PROCEDIMIENTO	316	334	exploración física
S0004-06142006000900008-1	T10	PROCEDIMIENTO	1209	1231	resección transuretral
S0004-06142006000900008-1	T11	PROCEDIMIENTO	1760	1790	técnicas de inmunohistoquímica
es-S0365-66912002001100008-1	T1	PROCEDIMIENTO	175	199	exploración funduscópica
es-S0365-66912002001100008-1	T2	PROCEDIMIENTO	585	588	AGF
es-S0365-66912002001100008-1	T3	PROCEDIMIENTO	590	618	angiografía con fluoresceína
es-S0365-66912002001100008-1	T4	PROCEDIMIENTO	930	933	AVI
es-S0365-66912002001100008-1	T5	PROCEDIMIENTO	935	968	angiografía con indocianina verde
es-S0365-66912002001100008-1	T6	PROCEDIMIENTO	1320	1323	AGF
es-S0365-66912002001100008-1	T7	PROCEDIMIENTO	1335	1338	AVI
es-S0365-66912002001100008-1	T8	PROCEDIMIENTO	1766	1793	tratamiento con corticoides
es-S0365-66912002001100008-1	T9	PROCEDIMIENTO	1399	1411	fondo de ojo
es-S0365-66912002001100008-1	T10	PROCEDIMIENTO	1608	1636	estudio radiológico de tórax
es-S0365-66912002001100008-1	T11	PROCEDIMIENTO	1427	1453	estudio sanguíneo completo
es-S0365-66912002001100008-1	T12	PROCEDIMIENTO	1671	1680	serología
es-S0365-66912002001100008-1	T13	PROCEDIMIENTO	1053	1063	angiograma
es-S0365-66912002001100008-1	T14	PROCEDIMIENTO	1466	1476	bioquímica
es-S1698-44472005000400002-1	T1	PROCEDIMIENTO	677	710	punción aspiración con aguja fina
es-S1698-44472005000400002-1	T2	PROCEDIMIENTO	133	151	exploración física
es-S1698-44472005000400002-1	T3	PROCEDIMIENTO	2976	3008	exéresis de la glándula parótida
es-S1698-44472005000400002-1	T4	PROCEDIMIENTO	3013	3033	vaciamiento cervical
es-S1698-44472005000400002-1	T5	PROCEDIMIENTO	3513	3536	estudio histopatológico
es-S1698-44472005000400002-1	T6	PROCEDIMIENTO	461	491	tomografía axial computerizada
es-S1698-44472005000400002-1	T7	PROCEDIMIENTO	494	503	ecografía
es-S1698-44472005000400002-1	T8	PROCEDIMIENTO	2789	2808	citometría estática
es-S1698-44472005000400002-1	T9	PROCEDIMIENTO	3994	4008	tinción de PAS
es-S1698-44472005000400002-1	T10	PROCEDIMIENTO	1866	1941	cuantificación de ADN por citometría de imagen sobre extendidos citológicos
es-S1698-44472005000400002-1	T11	PROCEDIMIENTO	1956	1962	frotis
es-S1698-44472005000400002-1	T12	PROCEDIMIENTO	1987	1994	punción
es-S1698-44472005000400002-1	T13	PROCEDIMIENTO	2056	2060	PAAF
es-S1698-44472005000400002-1	T14	PROCEDIMIENTO	2150	2182	fijan en alcohol metílico de 99º
es-S1698-44472005000400002-1	T15	PROCEDIMIENTO	2212	2254	tinción de Hematoxilina progresiva de Gill
es-S1698-44472005000400002-1	T16	PROCEDIMIENTO	2934	2957	intervención quirúrgica
es-S1698-44472005000400002-1	T17	PROCEDIMIENTO	3303	3312	resección
es-S1698-44472005000400002-1	T18	PROCEDIMIENTO	4183	4192	resección
es-S1698-44472005000400002-1	T19	PROCEDIMIENTO	738	838	método rutinario de 3 pases con aguja de 23G, y ayuda del Cameco® (dispositivo de aspiración manual)
es-S1698-44472005000400002-1	T20	PROCEDIMIENTO	852	939	se fijan en alcohol 2 portaobjetos para ser teñidos mediante la técnica de Papanicolaou
es-S1698-44472005000400002-1	T21	PROCEDIMIENTO	945	1016	resto (6 portas) se secan al aire para emplear la tinción de Diff-Quick
es-S1698-44472005000400002-1	T22	PROCEDIMIENTO	1021	1045	examen de los extendidos
es-S1698-44472005000400002-1	T23	PROCEDIMIENTO	1707	1724	imagen citológica
es-S1698-44472005000400002-1	T24	PROCEDIMIENTO	2110	2135	determinación citométrica
es-S1698-44472005000400002-1	T25	PROCEDIMIENTO	2257	2434	Por medio del software TEXCAN® y a través de una cámara de vídeo integrada en el microscopio, que capta escalas de grises, se determinan los parámetros biológicos más relevantes
es-S1698-44472005000400002-1	T26	PROCEDIMIENTO	2817	2839	diagnóstico citológico
es-S1698-44472005000400002-1	T27	PROCEDIMIENTO	3357	3441	Se realizan múltiples secciones paralelas de la muestra, que se incluyen en parafina
es-S1698-44472005000400002-1	T28	PROCEDIMIENTO	3455	3495	teñir los cortes con hematoxilina-eosina
es-S1698-44472005000400002-1	T31	PROCEDIMIENTO	431	448	pruebas de imagen
es-S0210-48062010000100019-4	T1	PROCEDIMIENTO	1000	1008	biopsias
es-S0210-48062010000100019-4	T2	PROCEDIMIENTO	860	891	se practicó drenaje endoscópico
es-S0210-48062010000100019-4	T3	PROCEDIMIENTO	1023	1052	diagnóstico anatomopatológico
es-S0210-48062010000100019-4	T4	PROCEDIMIENTO	206	218	endoscópicos
es-S0211-69952013000700025-1	T1	PROCEDIMIENTO	331	344	biopsia renal
es-S0211-69952013000700025-1	T2	PROCEDIMIENTO	1842	1852	mamografía
es-S0211-69952013000700025-1	T3	PROCEDIMIENTO	1855	1864	ecografía
es-S0211-69952013000700025-1	T4	PROCEDIMIENTO	561	580	inmunofluorescencia
es-S0211-69952013000700025-1	T5	PROCEDIMIENTO	1195	1205	esteroides
es-S0211-69952013000700025-1	T6	PROCEDIMIENTO	303	314	inmunología
es-S0211-69952013000700025-1	T7	PROCEDIMIENTO	268	277	sedimento
es-S0212-71992006000100008-1	T1	PROCEDIMIENTO	571	592	tratado con analgesia
es-S0212-71992006000100008-1	T2	PROCEDIMIENTO	832	851	ecografía abdominal
es-S0212-71992006000100008-1	T3	PROCEDIMIENTO	1214	1217	ECG
es-S0212-71992006000100008-1	T4	PROCEDIMIENTO	1247	1267	radiografía de tórax
es-S0212-71992006000100008-1	T5	PROCEDIMIENTO	1319	1338	analítica de sangre
es-S0212-71992006000100008-1	T6	PROCEDIMIENTO	1571	1590	TAC abdominopélvica
es-S0212-71992006000100008-1	T7	PROCEDIMIENTO	2061	2080	nefrostomía derecha
es-S0212-71992006000100008-1	T8	PROCEDIMIENTO	2093	2152	biopsia trucut de masa retroperitoneal guiada por ecografía
es-S0212-71992006000100008-1	T9	PROCEDIMIENTO	2749	2768	ecografía de testes
es-S0212-71992006000100008-1	T10	PROCEDIMIENTO	3142	3154	orquiectomía
es-S0212-71992006000100008-1	T11	PROCEDIMIENTO	3199	3212	quimioterapia
es-S0212-71992006000100008-1	T12	PROCEDIMIENTO	2172	2191	anatomía patológica
es-S0212-71992006000100008-1	T13	PROCEDIMIENTO	182	194	transfundido
es-S0212-71992006000100008-1	T15	PROCEDIMIENTO	1148	1159	exploración
es-S0212-71992006000100008-1	T16	PROCEDIMIENTO	151	178	intervenido quirúrgicamente
S0004-06142006000200014-1	T1	PROCEDIMIENTO	589	619	Gammagrafía ósea con Tc99m-MDP
S0004-06142006000200014-1	T2	PROCEDIMIENTO	307	309	TC
S0004-06142006000200014-1	T3	PROCEDIMIENTO	1468	1470	TC
S0004-06142006000200014-1	T4	PROCEDIMIENTO	1443	1453	ecografias
S0004-06142006000200014-1	T5	PROCEDIMIENTO	65	74	ecografía
S0004-06142006000200014-1	T6	PROCEDIMIENTO	1163	1189	estudio inmunohistoquímico
S0004-06142006000200014-1	T7	PROCEDIMIENTO	702	729	nefrectomía radical derecha
S0004-06142006000200014-1	T8	PROCEDIMIENTO	930	948	anatomo-patológico
S0004-06142006000200014-1	T9	PROCEDIMIENTO	870	879	disección
es-S0365-66912012000200004-1	T1	PROCEDIMIENTO	2569	2580	corticoides
es-S0365-66912012000200004-1	T2	PROCEDIMIENTO	810	824	biomicroscopia
es-S0365-66912012000200004-1	T3	PROCEDIMIENTO	1939	1950	paquimetría
es-S0365-66912012000200004-1	T4	PROCEDIMIENTO	964	976	fluoresceína
es-S0365-66912012000200004-1	T5	PROCEDIMIENTO	2793	2825	tinción positiva de fluoresceína
es-S0365-66912012000200004-1	T6	PROCEDIMIENTO	2863	2942	raspado corneal para cultivo y detección de proteína C reactiva de virus herpes
es-S0365-66912012000200004-1	T7	PROCEDIMIENTO	1083	1095	fondo de ojo
es-S0365-66912012000200004-1	T8	PROCEDIMIENTO	2158	2188	tomografía axial computarizada
es-S0365-66912012000200004-1	T9	PROCEDIMIENTO	2190	2193	TAC
es-S0365-66912012000200004-1	T10	PROCEDIMIENTO	474	490	trasplante renal
es-S0365-66912012000200004-1	T11	PROCEDIMIENTO	1242	1253	gonioscopia
es-S0365-66912012000200004-1	T12	PROCEDIMIENTO	3046	3069	análisis microbiológico
es-S0365-66912012000200004-1	T13	PROCEDIMIENTO	2658	2661	TAC
es-S0365-66912012000200004-1	T22	PROCEDIMIENTO	745	756	exploración
es-S0365-66912012000200004-1	T23	PROCEDIMIENTO	1315	1326	exploración
es-S1139-76322015000100010-1	T1	PROCEDIMIENTO	174	185	analgésicos
es-S1139-76322015000100010-1	T2	PROCEDIMIENTO	515	533	exploración física
es-S1139-76322015000100010-1	T3	PROCEDIMIENTO	727	736	hemograma
es-S1139-76322015000100010-1	T4	PROCEDIMIENTO	994	1022	resonancia magnética craneal
es-S1139-76322015000100010-1	T5	PROCEDIMIENTO	743	761	bioquímica general
es-S0365-66912006000600011-1	T1	PROCEDIMIENTO	37	61	valoración oftalmológica
es-S0365-66912006000600011-1	T2	PROCEDIMIENTO	965	1006	exploración mediante topógrafo Orbscan-II
es-S0365-66912006000600011-1	T3	PROCEDIMIENTO	1056	1079	examen del fondo de ojo
es-S0365-66912006000600011-1	T4	PROCEDIMIENTO	1157	1194	iridotomía láser Nd:YAG en ambos ojos
es-S0365-66912006000600011-1	T5	PROCEDIMIENTO	1467	1497	realización de campos visuales
es-S0365-66912006000600011-1	T6	PROCEDIMIENTO	865	882	Gonioscópicamente
es-S0365-66912006000600011-1	T7	PROCEDIMIENTO	577	588	paquimetría
es-S0004-06142009000800011-1	T1	PROCEDIMIENTO	733	750	anestesia general
es-S0004-06142009000800011-1	T2	PROCEDIMIENTO	79	92	examen físico
es-S0004-06142009000800011-1	T3	PROCEDIMIENTO	819	860	colocación de sonda orogastrica y vesical
es-S0004-06142009000800011-1	T4	PROCEDIMIENTO	149	168	ecografía abdominal
es-S0004-06142009000800011-1	T5	PROCEDIMIENTO	278	298	tomografía computada
es-S0004-06142009000800011-1	T6	PROCEDIMIENTO	388	427	administración del contraste endovenoso
es-S0004-06142009000800011-1	T7	PROCEDIMIENTO	513	559	punción con aguja fina para obtener histología
es-S0004-06142009000800011-1	T8	PROCEDIMIENTO	672	705	exploración por vía laparoscópica
es-S0004-06142009000800011-1	T9	PROCEDIMIENTO	1385	1460	área de 2cm firmemente adherida a la cápsula renal requiriendo de resección
es-S0004-06142009000800011-1	T10	PROCEDIMIENTO	1674	1730	drenaje tipo Blake fue dejado por el orificio del trocar
es-S0004-06142009000800011-1	T11	PROCEDIMIENTO	572	589	anatomopatológico
es-S0004-06142009000800011-1	T12	PROCEDIMIENTO	933	990	pneumoperitoneo se realizo con aguja de Veress a 1 2 mmHg
es-S0004-06142009000800011-1	T13	PROCEDIMIENTO	1186	1211	abrir la fascia de Gerota
es-S0004-06142009000800011-1	T14	PROCEDIMIENTO	1485	1533	fulguración del lecho cruento con láser de argón
es-S0004-06142009000800011-1	T15	PROCEDIMIENTO	1538	1589	pieza quirúrgica fue extraída en una bolsa plástica
es-S0004-06142009000800011-1	T16	PROCEDIMIENTO	1906	1925	análisis patológico
es-S0365-66912011001000004-1	T1	PROCEDIMIENTO	638	650	retinoscopia
es-S0365-66912011001000004-1	T2	PROCEDIMIENTO	569	589	fondo de ojo derecho
es-S0365-66912011001000004-1	T3	PROCEDIMIENTO	423	445	fondo de ojo izquierdo
es-S0365-66912011001000004-1	T4	PROCEDIMIENTO	1379	1390	OCT macular
es-S0365-66912011001000004-1	T5	PROCEDIMIENTO	207	212	parto
es-S0365-66912011001000004-1	T6	PROCEDIMIENTO	1396	1399	ERG
es-S0365-66912011001000004-1	T7	PROCEDIMIENTO	2259	2276	OCT en ambos ojos
es-S0365-66912011001000004-1	T8	PROCEDIMIENTO	1952	1987	oclusiones horarias del ojo derecho
es-S0365-66912011001000004-1	T9	PROCEDIMIENTO	1537	1596	estudio de ADN a partir de una muestra de sangre periférica
es-S0365-66912011001000004-1	T11	PROCEDIMIENTO	362	373	exploración
es-S0365-66912011001000004-1	T12	PROCEDIMIENTO	1995	2006	exploración
es-S1130-14732009000600006-1	T1	PROCEDIMIENTO	373	391	radiografía simple
es-S1130-14732009000600006-1	T2	PROCEDIMIENTO	397	410	TAC de cráneo
es-S1130-14732009000600006-1	T3	PROCEDIMIENTO	576	614	estudios sistémicos de rastreo tumoral
es-S1130-14732009000600006-1	T4	PROCEDIMIENTO	616	625	hemograma
es-S1130-14732009000600006-1	T5	PROCEDIMIENTO	627	646	frotis hematológico
es-S1130-14732009000600006-1	T6	PROCEDIMIENTO	648	668	marcadores tumorales
es-S1130-14732009000600006-1	T7	PROCEDIMIENTO	670	683	proteinograma
es-S1130-14732009000600006-1	T8	PROCEDIMIENTO	686	714	TAC cervico-toraco-abdominal
es-S1130-14732009000600006-1	T9	PROCEDIMIENTO	749	779	gammagrafía ósea con HDP-Tc99M
es-S1130-14732009000600006-1	T10	PROCEDIMIENTO	1448	1460	craniectomía
es-S1130-14732009000600006-1	T11	PROCEDIMIENTO	846	907	punción-aspiración percutánea con aguja fina de la tumoración
es-S1130-14732009000600006-1	T12	PROCEDIMIENTO	1586	1681	plastia craneal de metilmetacrilato, que se fijó al hueso circundante con miniplacas de Titanio
es-S1130-14732009000600006-1	T13	PROCEDIMIENTO	1741	1770	diagnóstico anatomopatológico
es-S1130-14732009000600006-1	T14	PROCEDIMIENTO	272	283	exploración
es-S1130-14732009000600006-1	T15	PROCEDIMIENTO	1167	1190	diagnóstico histológico
es-S1130-14732009000600006-1	T16	PROCEDIMIENTO	1214	1229	acto quirúrgico
es-S0210-48062003000800013-1	T1	PROCEDIMIENTO	2691	2699	P.A.A.F.
es-S0210-48062003000800013-1	T2	PROCEDIMIENTO	2192	2195	TAC
es-S0210-48062003000800013-1	T3	PROCEDIMIENTO	579	598	anamnesis urológica
es-S0210-48062003000800013-1	T4	PROCEDIMIENTO	2853	2856	TAC
es-S0210-48062003000800013-1	T5	PROCEDIMIENTO	364	384	dicumarínicos orales
es-S0210-48062003000800013-1	T6	PROCEDIMIENTO	616	666	exploración física se palpa en hemiabdomen derecho
es-S0210-48062003000800013-1	T7	PROCEDIMIENTO	2956	3015	laparotomía exploradora, evacuando hematoma retroperitoneal
es-S0210-48062003000800013-1	T8	PROCEDIMIENTO	2483	2539	punción aspiración por aguja fina (P.A.A.F.) ecodirigida
es-S0210-48062003000800013-1	T9	PROCEDIMIENTO	3030	3112	exéresis de tumoración quística hemorrágica, adherida al lóbulo caudado del hígado
es-S0210-48062003000800013-1	T10	PROCEDIMIENTO	3087	3147	lóbulo caudado del hígado, que en la biopsia intraoperatoria
es-S0210-48062003000800013-1	T11	PROCEDIMIENTO	2597	2632	gammagrafía ósea de cuerpo completo
es-S0210-48062003000800013-1	T12	PROCEDIMIENTO	899	918	ecografía abdominal
es-S0210-48062003000800013-1	T13	PROCEDIMIENTO	1078	1127	tomografía axial computerizada de cuerpo completo
es-S0210-48062003000800013-1	T14	PROCEDIMIENTO	1129	1135	T.A.C.
es-S0210-48062003000800013-1	T15	PROCEDIMIENTO	1388	1463	arteriografía, embolizando selectivamente, mediante colis, la arteria renal
es-S0210-48062003000800013-1	T16	PROCEDIMIENTO	1494	1530	nefrectomía radical por vía anterior
es-S0210-48062003000800013-1	T17	PROCEDIMIENTO	1800	1817	Microscópicamente
es-S0210-48062003000800013-1	T18	PROCEDIMIENTO	722	739	estudio analítico
es-S0210-48062003000800013-1	T19	PROCEDIMIENTO	833	887	estudio bioquímico, urinario y de marcadores tumorales
es-S0210-48062003000800013-1	T20	PROCEDIMIENTO	1627	1665	Histológicamente, a nivel macroscópico
es-S0210-48062003000800013-1	T21	PROCEDIMIENTO	2772	2781	analítica
es-S0210-48062003000800013-1	T22	PROCEDIMIENTO	1322	1329	cirugía
es-S0210-48062003000800013-1	T23	PROCEDIMIENTO	2027	2034	cirugía
es-S0210-48062003000800013-1	T27	PROCEDIMIENTO	2172	2184	intervención
S0004-06142007000500011-1	T1	PROCEDIMIENTO	530	541	Rx de tórax
S0004-06142007000500011-1	T2	PROCEDIMIENTO	584	604	Rx de abdomen simple
S0004-06142007000500011-1	T3	PROCEDIMIENTO	656	659	UIV
S0004-06142007000500011-1	T4	PROCEDIMIENTO	1832	1859	diagnóstico histopatológico
S0004-06142007000500011-1	T5	PROCEDIMIENTO	869	878	ecografía
S0004-06142007000500011-1	T6	PROCEDIMIENTO	1566	1586	estudio microscópico
S0004-06142007000500011-1	T7	PROCEDIMIENTO	219	232	examen físico
S0004-06142007000500011-1	T8	PROCEDIMIENTO	1346	1365	examen macroscópico
S0004-06142007000500011-1	T9	PROCEDIMIENTO	1144	1179	reposición hemática por transfusión
S0004-06142007000500011-1	T10	PROCEDIMIENTO	1063	1085	tratamiento quirúrgico
S0004-06142007000500011-1	T11	PROCEDIMIENTO	260	270	palpándose
S0004-06142007000500011-1	T12	PROCEDIMIENTO	565	576	Survey óseo
S0004-06142007000500011-1	T13	PROCEDIMIENTO	1187	1202	acto operatorio
S0004-06142007000500011-1	T14	PROCEDIMIENTO	1222	1322	tumoraciones en el meso del colon transverso, la mayor de 7cm, las que fueron resecadas y extirpadas
es-S0004-06142009000900011-1	T1	PROCEDIMIENTO	549	568	estudio histológico
es-S0004-06142009000900011-1	T2	PROCEDIMIENTO	1441	1453	orquiectomía
es-S0004-06142009000900011-1	T3	PROCEDIMIENTO	250	270	ecografía testicular
es-S0004-06142009000900011-1	T4	PROCEDIMIENTO	1495	1515	radiografía de tórax
es-S0004-06142009000900011-1	T5	PROCEDIMIENTO	1518	1537	TAC abdominopélvico
es-S0004-06142009000900011-1	T6	PROCEDIMIENTO	107	200	exploración física destaca la palpación de una lesión en polo superior de testículo izquierdo
es-S0004-06142009000900011-1	T7	PROCEDIMIENTO	511	541	orquiectomía radical izquierda
es-S0004-06142009000900011-1	T8	PROCEDIMIENTO	721	738	Microscópicamente
es-S0004-06142009000900011-1	T9	PROCEDIMIENTO	1303	1333	diagnóstico anatomo-patológico
es-S0004-06142009000900011-1	T10	PROCEDIMIENTO	1465	1485	estudio de extensión
es-S0004-06142009000900011-1	T11	PROCEDIMIENTO	407	427	marcadores tumorales
es-S0210-48062004000500010-1	T1	PROCEDIMIENTO	1633	1652	anatomía patológica
es-S0210-48062004000500010-1	T2	PROCEDIMIENTO	245	263	exploración física
es-S0210-48062004000500010-1	T3	PROCEDIMIENTO	48	89	parto vía vaginal y presentación cefálica
es-S0210-48062004000500010-1	T4	PROCEDIMIENTO	663	680	ecografía doppler
es-S0210-48062004000500010-1	T5	PROCEDIMIENTO	498	526	palpación testicular derecha
es-S0210-48062004000500010-1	T6	PROCEDIMIENTO	1541	1553	orquiectomía
es-S0210-48062004000500010-1	T7	PROCEDIMIENTO	730	738	ecógrafo
es-S0210-48062004000500010-1	T8	PROCEDIMIENTO	1328	1350	exploración quirúrgica
es-S0210-48062004000500010-1	T9	PROCEDIMIENTO	153	173	valoración urológica
es-S0210-48062004000500010-1	T10	PROCEDIMIENTO	575	594	analítica sanguínea
es-S0210-48062004000500010-1	T11	PROCEDIMIENTO	360	376	transiluminación
es-S0210-48062004000500010-1	T12	PROCEDIMIENTO	629	647	sedimento de orina
es-S0210-48062004000500010-1	T13	PROCEDIMIENTO	1149	1164	ecográficamente
es-S0210-48062004000500010-1	T14	PROCEDIMIENTO	910	932	flujo doppler arterial
es-S1135-76062009000400004-1	T1	PROCEDIMIENTO	2478	2489	TC cerebral
es-S1135-76062009000400004-1	T2	PROCEDIMIENTO	2693	2704	RNM craneal
es-S1135-76062009000400004-1	T3	PROCEDIMIENTO	355	372	anestesia general
es-S1135-76062009000400004-1	T4	PROCEDIMIENTO	378	400	intubación orotraqueal
es-S1135-76062009000400004-1	T5	PROCEDIMIENTO	222	244	microdiscectomía L5-S1
es-S1135-76062009000400004-1	T6	PROCEDIMIENTO	1878	1919	sección de aponeurosis común sacro-lumbar
es-S1135-76062009000400004-1	T7	PROCEDIMIENTO	448	457	analgesia
es-S1135-76062009000400004-1	T8	PROCEDIMIENTO	477	514	agonista de los receptores m opioides
es-S1135-76062009000400004-1	T9	PROCEDIMIENTO	1921	1960	retracción de musculatura paravertebral
es-S1135-76062009000400004-1	T10	PROCEDIMIENTO	2821	2830	angio-RNM
es-S1135-76062009000400004-1	T11	PROCEDIMIENTO	1962	1973	flavectomía
es-S1135-76062009000400004-1	T12	PROCEDIMIENTO	533	543	analgésica
es-S1135-76062009000400004-1	T13	PROCEDIMIENTO	3039	3054	vasodilatadores
es-S1135-76062009000400004-1	T14	PROCEDIMIENTO	1975	2032	disección de la raíz y escisión de hernia discal extraída
es-S1135-76062009000400004-1	T15	PROCEDIMIENTO	3390	3393	RNM
es-S1135-76062009000400004-1	T16	PROCEDIMIENTO	617	641	bloqueador neuromuscular
es-S1135-76062009000400004-1	T17	PROCEDIMIENTO	3472	3475	RNM
es-S1135-76062009000400004-1	T18	PROCEDIMIENTO	706	724	anestésico volátil
es-S1135-76062009000400004-1	T19	PROCEDIMIENTO	2127	2158	agua oxigenada como hemostático
es-S1135-76062009000400004-1	T20	PROCEDIMIENTO	787	815	Analgésico de acción central
es-S1135-76062009000400004-1	T21	PROCEDIMIENTO	817	888	agonista puro no selectivo de los receptores opioides, µ, delta y kappa
es-S1135-76062009000400004-1	T22	PROCEDIMIENTO	947	956	anestesia
es-S1135-76062009000400004-1	T23	PROCEDIMIENTO	329	338	Anestesia
es-S1135-76062009000400004-1	T24	PROCEDIMIENTO	164	185	estudio preoperatorio
es-S1135-76062009000400004-1	T25	PROCEDIMIENTO	2070	2090	se administró sangre
es-S1135-76062009000400004-1	T26	PROCEDIMIENTO	1796	1876	microcirugía convencional con incisión de dos traveses de dedo en la línea media
es-S1135-76062009000400004-1	T27	PROCEDIMIENTO	2226	2235	anestesia
es-S1135-76062009000400004-1	T28	PROCEDIMIENTO	572	582	relajación
es-S1135-76062009000400004-1	T29	PROCEDIMIENTO	405	443	inducción se realizó mediante Propofol
es-S1135-76062009000400004-1	T30	PROCEDIMIENTO	1371	1436	ojos se protegieron con lubricante y sendas almohadillas oculares
es-S1135-76062009000400004-1	T31	PROCEDIMIENTO	737	749	intervención
es-S1135-76062009000400004-1	T32	PROCEDIMIENTO	3203	3215	intervención
es-S1137-66272013000300020-1	T1	PROCEDIMIENTO	705	724	fármaco procinético
es-S1137-66272013000300020-1	T2	PROCEDIMIENTO	2041	2044	IBP
es-S1137-66272013000300020-1	T3	PROCEDIMIENTO	1476	1485	anamnesis
es-S1137-66272013000300020-1	T4	PROCEDIMIENTO	1487	1505	exploración física
es-S1137-66272013000300020-1	T5	PROCEDIMIENTO	198	207	anamnesis
es-S1137-66272013000300020-1	T6	PROCEDIMIENTO	1567	1583	perfil diabético
es-S1137-66272013000300020-1	T7	PROCEDIMIENTO	907	910	EDA
es-S1137-66272013000300020-1	T8	PROCEDIMIENTO	1624	1642	estudio serológico
es-S1137-66272013000300020-1	T9	PROCEDIMIENTO	2228	2231	EDA
es-S1137-66272013000300020-1	T10	PROCEDIMIENTO	1652	1683	radiografías de tórax y abdomen
es-S1137-66272013000300020-1	T11	PROCEDIMIENTO	360	378	exploración física
es-S1137-66272013000300020-1	T12	PROCEDIMIENTO	1066	1101	estudio anatomopatológico y cultivo
es-S1137-66272013000300020-1	T13	PROCEDIMIENTO	482	510	medidas higiénico-dietéticas
es-S1137-66272013000300020-1	T14	PROCEDIMIENTO	1846	1881	inhibidores de la bomba de protones
es-S1137-66272013000300020-1	T15	PROCEDIMIENTO	1531	1565	función tiroidea, hepática y renal
es-S1137-66272013000300020-1	T16	PROCEDIMIENTO	1585	1607	situación inmunológica
es-S1137-66272013000300020-1	T17	PROCEDIMIENTO	1883	1886	IBP
es-S1137-66272013000300020-1	T18	PROCEDIMIENTO	1006	1060	Se tomaron muestras de las lesiones mediante cepillado
es-S1137-66272013000300020-1	T19	PROCEDIMIENTO	1507	1516	analítica
es-S0365-66912007001200013-1	T1	PROCEDIMIENTO	742	765	exploración neurológica
es-S0365-66912007001200013-1	T2	PROCEDIMIENTO	1116	1138	angiofluoresceingrafía
es-S0365-66912007001200013-1	T3	PROCEDIMIENTO	2584	2607	tratamiento corticoideo
es-S0365-66912007001200013-1	T4	PROCEDIMIENTO	779	788	hemograma
es-S0365-66912007001200013-1	T5	PROCEDIMIENTO	2340	2343	PET
es-S0365-66912007001200013-1	T6	PROCEDIMIENTO	2355	2371	mediastinoscopia
es-S0365-66912007001200013-1	T7	PROCEDIMIENTO	828	848	radiografía de tórax
es-S0365-66912007001200013-1	T8	PROCEDIMIENTO	1203	1223	potenciales evocados
es-S0365-66912007001200013-1	T9	PROCEDIMIENTO	922	933	TAC craneal
es-S0365-66912007001200013-1	T10	PROCEDIMIENTO	1296	1315	electrorretinograma
es-S0365-66912007001200013-1	T11	PROCEDIMIENTO	1636	1656	TAC tóraco-abdominal
es-S0365-66912007001200013-1	T12	PROCEDIMIENTO	945	959	punción lumbar
es-S0365-66912007001200013-1	T13	PROCEDIMIENTO	1321	1350	resonancia magnética cerebral
es-S0365-66912007001200013-1	T14	PROCEDIMIENTO	2537	2543	quimio
es-S0365-66912007001200013-1	T15	PROCEDIMIENTO	2546	2558	radioterapia
es-S0365-66912007001200013-1	T16	PROCEDIMIENTO	1371	1380	serología
es-S0365-66912007001200013-1	T17	PROCEDIMIENTO	1737	1749	broncoscopia
